space,time,day,poi,type,root_type,rating,weather,tid,label
40.8033058174890 -74.0065348592017,441,Thursday,Hudson County Park Courts,Basketball Court,Outdoors & Recreation,-1.0,Clear,21379,768
40.8022778485458 -73.9994859695435,468,Thursday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clear,21379,768
40.8023541739406 -74.0123994565080,512,Thursday,Exxon,Gas Station,Shop & Service,5.9,Clear,21379,768
40.8030584446864 -74.0057773834207,601,Thursday,Fine Fare,Supermarket,Shop & Service,-1.0,Clear,21379,768
40.8011733293450 -74.0148282051086,637,Tuesday,NBHS Back Field,Field,Outdoors & Recreation,-1.0,Clouds,21380,768
40.8006860356192 -74.0148496627808,642,Tuesday,NBHS Field of Dreams,Baseball Field,Outdoors & Recreation,-1.0,Clouds,21380,768
40.8094453811646 -74.0077310800552,692,Tuesday,Town Service Center,Gas Station,Shop & Service,-1.0,Clouds,21380,768
40.8012272147775 -74.0003028102289,776,Tuesday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clouds,21380,768
40.8022778485458 -73.9994859695435,839,Tuesday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clouds,21380,768
40.8029275571367 -74.0001296997070,840,Tuesday,Woodcliff Lake,Lake,Outdoors & Recreation,-1.0,Clouds,21380,768
40.8033058174890 -74.0065348592017,850,Tuesday,Hudson County Park Courts,Basketball Court,Outdoors & Recreation,-1.0,Clouds,21380,768
40.8330995119797 -74.0102148056030,1129,Tuesday,Ridgefield Circle,Bus Station,Travel & Transport,-1.0,Clouds,21380,768
40.8654086842606 -74.0758942488509,1145,Tuesday,Costa Memorial Home,Building,Professional & Other Places,-1.0,Clouds,21380,768
40.8548554341173 -74.0445597227318,1170,Tuesday,McDonald's,Fast Food Restaurant,Food,6.8,Clouds,21380,768
40.8132895494315 -74.0113735198975,1186,Tuesday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clouds,21380,768
40.8091319537860 -74.0020608901978,1195,Tuesday,Burger King,Fast Food Restaurant,Food,5.3,Clouds,21380,768
40.8121295003539 -74.0054502906790,48,Wednesday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21380,768
40.8247640000000 -73.9841350000000,142,Wednesday,Club House Cafe,Bar,Nightlife Spot,5.4,Clouds,21380,768
40.8020420837973 -74.0006327810760,198,Wednesday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21380,768
40.8027526799018 -74.0131110001054,480,Wednesday,NBHS Parking Lot,Parking,Professional & Other Places,-1.0,Clear,21380,768
40.8004447422329 -74.0140463316094,497,Wednesday,North Bergen Board of Education,Office,Professional & Other Places,-1.0,Clear,21380,768
40.8011246001335 -74.0142488479614,498,Wednesday,North Bergen High School,High School,Professional & Other Places,-1.0,Clear,21380,768
40.8006860356192 -74.0148496627808,560,Wednesday,NBHS Field of Dreams,Baseball Field,Outdoors & Recreation,-1.0,Clear,21380,768
40.8018392916515 -74.0141201019287,602,Wednesday,NBHS Courts,Basketball Court,Outdoors & Recreation,-1.0,Clear,21380,768
40.8019308571520 -74.0134839856099,675,Wednesday,North Bergen High School,High School,Professional & Other Places,-1.0,Clear,21380,768
40.8014169748664 -74.0143775939941,675,Wednesday,NBHS Auditorium,Concert Hall,Arts & Entertainment,-1.0,Clear,21380,768
40.8121295003539 -74.0054502906790,960,Saturday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clear,21380,768
40.8330995119797 -74.0102148056030,1023,Saturday,Ridgefield Circle,Bus Station,Travel & Transport,-1.0,Clear,21380,768
40.9559984843002 -74.0683278545823,1046,Saturday,Paramus Park Parking Lot,Parking,Professional & Other Places,-1.0,Clear,21380,768
40.9563425162631 -74.0690277157403,1047,Saturday,Paramus Park Mall,Shopping Mall,Shop & Service,7.3,Clear,21380,768
40.9559639575860 -74.0683622740440,1055,Saturday,Disney Store,Toy / Game Store,Shop & Service,-1.0,Clear,21380,768
40.9564888763106 -74.0687753070967,1343,Saturday,Paramus Park Fountain,Garden,Outdoors & Recreation,-1.0,Clear,21380,768
40.9658680283859 -74.0741586685181,1346,Saturday,Fashion Center,Shopping Mall,Shop & Service,6.8,Clear,21380,768
40.9665485380261 -74.0758752822876,1354,Saturday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,6.3,Clear,21380,768
40.8020420837973 -74.0006327810760,65,Sunday,Camizzi's Place,Home (private),Residence,-1.0,Clear,21380,768
40.8027526799018 -74.0131110001054,481,Monday,NBHS Parking Lot,Parking,Professional & Other Places,-1.0,Clear,21381,768
40.8004447422329 -74.0140463316094,489,Monday,North Bergen Board of Education,Office,Professional & Other Places,-1.0,Clear,21381,768
40.8011246001335 -74.0142488479614,493,Monday,North Bergen High School,High School,Professional & Other Places,-1.0,Clear,21381,768
40.8015306758037 -74.0143132209778,619,Monday,NBHS Band Room 108,Concert Hall,Arts & Entertainment,-1.0,Clear,21381,768
40.8048106090861 -74.0154292366686,638,Monday,Boco-Loco Deli Restaurant,Breakfast Spot,Food,-1.0,Clear,21381,768
40.8014169748664 -74.0143775939941,751,Monday,NBHS Auditorium,Concert Hall,Arts & Entertainment,-1.0,Clouds,21381,768
40.8023541739406 -74.0123994565080,932,Monday,Exxon,Gas Station,Shop & Service,5.9,Clear,21381,768
40.8011733293450 -74.0148282051086,959,Monday,NBHS Back Field,Field,Outdoors & Recreation,-1.0,Clear,21381,768
40.8018392916515 -74.0141201019287,986,Monday,NBHS Courts,Basketball Court,Outdoors & Recreation,-1.0,Clouds,21381,768
40.8039649766588 -74.0051346743456,1028,Monday,Mark's Homemade Ice Cream,Ice Cream Shop,Food,7.6,Clouds,21381,768
40.8012272147775 -74.0003028102289,1053,Monday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clouds,21381,768
40.8022778485458 -73.9994859695435,1083,Monday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clouds,21381,768
40.8029275571367 -74.0001296997070,1083,Monday,Woodcliff Lake,Lake,Outdoors & Recreation,-1.0,Clouds,21381,768
40.8121295003539 -74.0054502906790,1122,Monday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clear,21381,768
40.8020420837973 -74.0006327810760,51,Tuesday,Camizzi's Place,Home (private),Residence,-1.0,Clear,21381,768
40.8027526799018 -74.0131110001054,491,Tuesday,NBHS Parking Lot,Parking,Professional & Other Places,-1.0,Clear,21381,768
40.8004447422329 -74.0140463316094,494,Tuesday,North Bergen Board of Education,Office,Professional & Other Places,-1.0,Clear,21381,768
40.8011246001335 -74.0142488479614,565,Tuesday,North Bergen High School,High School,Professional & Other Places,-1.0,Clear,21381,768
40.8048106090861 -74.0154292366686,617,Tuesday,Boco-Loco Deli Restaurant,Breakfast Spot,Food,-1.0,Clear,21381,768
40.8018392916515 -74.0141201019287,632,Tuesday,NBHS Courts,Basketball Court,Outdoors & Recreation,-1.0,Clear,21381,768
40.8015306758037 -74.0143132209778,633,Tuesday,NBHS Band Room 108,Concert Hall,Arts & Entertainment,-1.0,Clear,21381,768
40.8011733293450 -74.0148282051086,661,Tuesday,NBHS Back Field,Field,Outdoors & Recreation,-1.0,Clear,21381,768
40.8006860356192 -74.0148496627808,661,Tuesday,NBHS Field of Dreams,Baseball Field,Outdoors & Recreation,-1.0,Clear,21381,768
40.8019308571520 -74.0134839856099,662,Tuesday,North Bergen High School,High School,Professional & Other Places,-1.0,Clear,21381,768
40.8014169748664 -74.0143775939941,723,Tuesday,NBHS Auditorium,Concert Hall,Arts & Entertainment,-1.0,Clouds,21381,768
40.8023541739406 -74.0123994565080,792,Tuesday,Exxon,Gas Station,Shop & Service,5.9,Clouds,21381,768
40.8012272147775 -74.0003028102289,951,Tuesday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clouds,21381,768
40.8033058174890 -74.0065348592017,996,Tuesday,Hudson County Park Courts,Basketball Court,Outdoors & Recreation,-1.0,Clouds,21381,768
40.8022778485458 -73.9994859695435,1005,Tuesday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clouds,21381,768
40.8029275571367 -74.0001296997070,1006,Tuesday,Woodcliff Lake,Lake,Outdoors & Recreation,-1.0,Clouds,21381,768
40.8087962865829 -74.0023076534271,1049,Tuesday,QuickChek,Miscellaneous Shop,Shop & Service,7.8,Clear,21381,768
40.8132895494315 -74.0113735198975,1089,Tuesday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clear,21381,768
40.8020420837973 -74.0006327810760,314,Wednesday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21381,768
40.8023541739406 -74.0123994565080,680,Wednesday,Exxon,Gas Station,Shop & Service,5.9,Clear,21381,768
40.8012272147775 -74.0003028102289,747,Wednesday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clear,21381,768
40.8022778485458 -73.9994859695435,747,Wednesday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clear,21381,768
40.8029275571367 -74.0001296997070,748,Wednesday,Woodcliff Lake,Lake,Outdoors & Recreation,-1.0,Clear,21381,768
40.8132895494315 -74.0113735198975,786,Wednesday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clear,21381,768
40.8087962865829 -74.0023076534271,297,Thursday,QuickChek,Miscellaneous Shop,Shop & Service,7.8,Clear,21381,768
40.8020420837973 -74.0006327810760,326,Thursday,Camizzi's Place,Home (private),Residence,-1.0,Clear,21381,768
40.8023541739406 -74.0123994565080,886,Thursday,Exxon,Gas Station,Shop & Service,5.9,Clear,21381,768
40.8012272147775 -74.0003028102289,905,Thursday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clear,21381,768
40.8022778485458 -73.9994859695435,993,Thursday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clear,21381,768
40.8029275571367 -74.0001296997070,993,Thursday,Woodcliff Lake,Lake,Outdoors & Recreation,-1.0,Clear,21381,768
40.8033058174890 -74.0065348592017,1012,Thursday,Hudson County Park Courts,Basketball Court,Outdoors & Recreation,-1.0,Clear,21381,768
40.8132895494315 -74.0113735198975,1400,Thursday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clear,21381,768
40.8133125305176 -74.0114898681641,157,Friday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clear,21381,768
40.8069977352103 -74.0161726623774,256,Friday,BP,Gas Station,Shop & Service,6.2,Clear,21381,768
40.8020420837973 -74.0006327810760,279,Friday,Camizzi's Place,Home (private),Residence,-1.0,Clear,21381,768
40.8033058174890 -74.0065348592017,789,Friday,Hudson County Park Courts,Basketball Court,Outdoors & Recreation,-1.0,Clear,21381,768
40.8012272147775 -74.0003028102289,907,Friday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clear,21381,768
40.7986704865686 -74.0088302220382,991,Friday,Garita Vision Center,Optical Shop,Shop & Service,-1.0,Clear,21381,768
40.8029275571367 -74.0001296997070,1050,Friday,Woodcliff Lake,Lake,Outdoors & Recreation,-1.0,Clear,21381,768
40.8121295003539 -74.0054502906790,223,Saturday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clear,21381,768
40.8020420837973 -74.0006327810760,223,Saturday,Camizzi's Place,Home (private),Residence,-1.0,Clear,21381,768
40.8012272147775 -74.0003028102289,1112,Saturday,James J Braddock North Hudson County Park,Park,Outdoors & Recreation,8.7,Clear,21381,768
40.8186999325416 -74.0013988851112,226,Sunday,McDonald's,Fast Food Restaurant,Food,6.1,Clouds,21381,768
40.8121295003539 -74.0054502906790,308,Sunday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21381,768
40.8020420837973 -74.0006327810760,314,Sunday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21381,768
40.8030584446864 -74.0057773834207,709,Sunday,Fine Fare,Supermarket,Shop & Service,-1.0,Clouds,21381,768
40.8022778485458 -73.9994859695435,1025,Sunday,Hudson County Park Lake,Lake,Outdoors & Recreation,-1.0,Clouds,21381,768
40.8029275571367 -74.0001296997070,1025,Sunday,Woodcliff Lake,Lake,Outdoors & Recreation,-1.0,Clouds,21381,768
40.8049381728163 -74.0013070675608,1036,Sunday,Bruins Stadium,Stadium,Arts & Entertainment,6.7,Clouds,21381,768
40.8023541739406 -74.0123994565080,1068,Sunday,Exxon,Gas Station,Shop & Service,5.9,Clouds,21381,768
40.8121295003539 -74.0054502906790,125,Monday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21382,768
40.8020420837973 -74.0006327810760,125,Monday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21382,768
40.8027526799018 -74.0131110001054,480,Monday,NBHS Parking Lot,Parking,Professional & Other Places,-1.0,Clouds,21382,768
40.8019308571520 -74.0134839856099,483,Monday,North Bergen High School,High School,Professional & Other Places,-1.0,Clouds,21382,768
40.8011246001335 -74.0142488479614,484,Monday,North Bergen High School,High School,Professional & Other Places,-1.0,Clouds,21382,768
40.8011733293450 -74.0148282051086,546,Monday,NBHS Back Field,Field,Outdoors & Recreation,-1.0,Clouds,21382,768
40.8006860356192 -74.0148496627808,547,Monday,NBHS Field of Dreams,Baseball Field,Outdoors & Recreation,-1.0,Clouds,21382,768
40.8004447422329 -74.0140463316094,547,Monday,North Bergen Board of Education,Office,Professional & Other Places,-1.0,Clouds,21382,768
40.8018392916515 -74.0141201019287,592,Monday,NBHS Courts,Basketball Court,Outdoors & Recreation,-1.0,Clear,21382,768
40.8015306758037 -74.0143132209778,593,Monday,NBHS Band Room 108,Concert Hall,Arts & Entertainment,-1.0,Clear,21382,768
40.8007834946506 -74.0153646469116,608,Monday,NB Board Parking Lot,Parking,Professional & Other Places,-1.0,Clear,21382,768
40.8048106090861 -74.0154292366686,636,Monday,Boco-Loco Deli Restaurant,Breakfast Spot,Food,-1.0,Clear,21382,768
40.8023541739406 -74.0123994565080,659,Monday,Exxon,Gas Station,Shop & Service,5.9,Clear,21382,768
40.7593134449328 -74.0476377575846,772,Monday,Home on the Range,Home (private),Residence,-1.0,Clear,21382,768
40.8330995119797 -74.0102148056030,812,Monday,Ridgefield Circle,Bus Station,Travel & Transport,-1.0,Clear,21382,768
40.9563425162631 -74.0690277157403,832,Monday,Paramus Park Mall,Shopping Mall,Shop & Service,7.3,Clear,21382,768
40.9559639575860 -74.0683622740440,834,Monday,Disney Store,Toy / Game Store,Shop & Service,-1.0,Clear,21382,768
40.9564312268171 -74.0688728286580,1129,Monday,Paramus Park Food Court,Food Court,Food,6.7,Clouds,21382,768
40.8132895494315 -74.0113735198975,1378,Tuesday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clouds,21382,768
40.8133125305176 -74.0114898681641,1413,Tuesday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clear,21382,768
40.8121295003539 -74.0054502906790,142,Wednesday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21382,768
40.8020420837973 -74.0006327810760,142,Wednesday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21382,768
40.8004447422329 -74.0140463316094,481,Wednesday,North Bergen Board of Education,Office,Professional & Other Places,-1.0,Clouds,21382,768
40.8027526799018 -74.0131110001054,481,Wednesday,NBHS Parking Lot,Parking,Professional & Other Places,-1.0,Clouds,21382,768
40.8019308571520 -74.0134839856099,485,Wednesday,North Bergen High School,High School,Professional & Other Places,-1.0,Clouds,21382,768
40.8011246001335 -74.0142488479614,486,Wednesday,North Bergen High School,High School,Professional & Other Places,-1.0,Clouds,21382,768
40.7248522132282 -74.0605144747244,696,Wednesday,Hudson County Plaza,Courthouse,Professional & Other Places,-1.0,Clouds,21382,768
40.7325515577400 -74.0575128793716,696,Wednesday,Hudson County Sheriff's Office,Police Station,Professional & Other Places,-1.0,Clouds,21382,768
40.8007834946506 -74.0153646469116,902,Wednesday,NB Board Parking Lot,Parking,Professional & Other Places,-1.0,Clouds,21382,768
40.8006860356192 -74.0148496627808,932,Wednesday,NBHS Field of Dreams,Baseball Field,Outdoors & Recreation,-1.0,Clear,21382,768
40.8330995119797 -74.0102148056030,1084,Wednesday,Ridgefield Circle,Bus Station,Travel & Transport,-1.0,Clouds,21382,768
40.9355016121568 -73.9977204100533,1111,Wednesday,Fred Triplett Park,Playground,Outdoors & Recreation,-1.0,Clear,21382,768
40.8023541739406 -74.0123994565080,1306,Wednesday,Exxon,Gas Station,Shop & Service,5.9,Clear,21382,768
40.8030584446864 -74.0057773834207,1322,Wednesday,Fine Fare,Supermarket,Shop & Service,-1.0,Clear,21382,768
40.8121295003539 -74.0054502906790,216,Thursday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clouds,21382,768
40.8020420837973 -74.0006327810760,216,Thursday,Camizzi's Place,Home (private),Residence,-1.0,Clouds,21382,768
40.8004447422329 -74.0140463316094,476,Thursday,North Bergen Board of Education,Office,Professional & Other Places,-1.0,Clouds,21382,768
40.8027526799018 -74.0131110001054,479,Thursday,NBHS Parking Lot,Parking,Professional & Other Places,-1.0,Clouds,21382,768
40.8006860356192 -74.0148496627808,479,Thursday,NBHS Field of Dreams,Baseball Field,Outdoors & Recreation,-1.0,Clouds,21382,768
40.8019308571520 -74.0134839856099,517,Thursday,North Bergen High School,High School,Professional & Other Places,-1.0,Clouds,21382,768
40.8011246001335 -74.0142488479614,518,Thursday,North Bergen High School,High School,Professional & Other Places,-1.0,Clouds,21382,768
40.8011733293450 -74.0148282051086,569,Thursday,NBHS Back Field,Field,Outdoors & Recreation,-1.0,Clouds,21382,768
40.8018392916515 -74.0141201019287,569,Thursday,NBHS Courts,Basketball Court,Outdoors & Recreation,-1.0,Clouds,21382,768
40.8048106090861 -74.0154292366686,600,Thursday,Boco-Loco Deli Restaurant,Breakfast Spot,Food,-1.0,Clouds,21382,768
40.8029302646365 -74.0124281478333,648,Thursday,Nick's Pizza,Pizza Place,Food,-1.0,Clear,21382,768
40.8023541739406 -74.0123994565080,655,Thursday,Exxon,Gas Station,Shop & Service,5.9,Clear,21382,768
40.8007834946506 -74.0153646469116,660,Thursday,NB Board Parking Lot,Parking,Professional & Other Places,-1.0,Clear,21382,768
40.8015306758037 -74.0143132209778,673,Thursday,NBHS Band Room 108,Concert Hall,Arts & Entertainment,-1.0,Clear,21382,768
40.8014169748664 -74.0143775939941,689,Thursday,NBHS Auditorium,Concert Hall,Arts & Entertainment,-1.0,Clear,21382,768
40.8069977352103 -74.0161726623774,723,Thursday,BP,Gas Station,Shop & Service,6.2,Clear,21382,768
40.8121295003539 -74.0054502906790,887,Thursday,The Camizzi Grapevine,Vineyard,Outdoors & Recreation,-1.0,Clear,21382,768
40.8020420837973 -74.0006327810760,887,Thursday,Camizzi's Place,Home (private),Residence,-1.0,Clear,21382,768
40.8132895494315 -74.0113735198975,958,Thursday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clear,21382,768
40.8133125305176 -74.0114898681641,139,Friday,Applebee's Neighborhood Grill & Bar,American Restaurant,Food,5.7,Clear,21382,768
40.7593134449328 -74.0476377575846,196,Friday,Home on the Range,Home (private),Residence,-1.0,Clouds,21382,768
